state_fid,beta,,0,,,1,,,2,,,3,,,4,,,5,,,6,,,7,,,8,,,9,,,10,,,11,,,12,,,13,,,14,,,15,,,16,,,17,,,18,,,19,
0.25,0,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta,,state_fid,beta
0.052272873,1.13,,0.033094856,1.12,,0.063254385,1.12,,0.01276821,1.12,,0.07451067,1.12,,0.107191994,1.12,,0.008039019,1.12,,0.043585764,1.12,,0.05980258,1.12,,0.017578281,1.12,,0.00950201,1.12,,0.008104317,1.12,,0.129381923,1.12,,0.017790167,1.12,,0.084791246,1.12,,0.096059078,1.12,,0.068059323,1.12,,0.008498785,1.12,,0.0581186,1.12,,0.122385943,1.12,,0.166137106,1.12
0.067202438,1.14,,0.030157309,1.13,,0.009808192,1.13,,0.072365236,1.13,,0.032645137,1.13,,0.101194418,1.13,,0.16155902,1.13,,0.023617508,1.13,,0.007563795,1.13,,0.108837153,1.13,,0.03262907,1.13,,0.058342147,1.13,,0.015196908,1.13,,0.038383506,1.13,,0.030122217,1.13,,0.014360672,1.13,,0.072357003,1.13,,0.077956331,1.13,,0.083722658,1.13,,0.046037118,1.13,,0.028602057,1.13
0.055700919,1.15,,0.046264795,1.14,,0.126292274,1.14,,0.009996177,1.14,,0.063231227,1.14,,0.123529223,1.14,,0.022588306,1.14,,0.111099975,1.14,,0.122805071,1.14,,0.03304813,1.14,,0.061530042,1.14,,0.02123139,1.14,,0.020701059,1.14,,0.073330468,1.14,,0.094167056,1.14,,0.09110235,1.14,,0.062805254,1.14,,0.070332978,1.14,,0.024587206,1.14,,0.059027342,1.14,,0.106378436,1.14
0.062791869,1.16,,0.125260395,1.15,,0.10490593,1.15,,0.079878631,1.15,,0.130494293,1.15,,0.015216785,1.15,,0.04896113,1.15,,0.109925444,1.15,,0.030716666,1.15,,0.007704786,1.15,,0.10245652,1.15,,0.021140692,1.15,,0.057852885,1.15,,0.071111178,1.15,,0.033876815,1.15,,0.04458464,1.15,,0.023148086,1.15,,0.020594389,1.15,,0.036348215,1.15,,0.007799742,1.15,,0.042041147,1.15
0.06034029,1.17,,0.013493127,1.16,,0.079130462,1.16,,0.140440791,1.16,,0.03971656,1.16,,0.007808033,1.16,,0.059127013,1.16,,0.114104874,1.16,,0.10748015,1.16,,0.024520813,1.16,,0.148902624,1.16,,0.151043613,1.16,,0.058558966,1.16,,0.039762409,1.16,,0.021333892,1.16,,0.008712174,1.16,,0.053834647,1.16,,0.078978134,1.16,,0.026338738,1.16,,0.066800132,1.16,,0.01575022,1.16
0.0790274,1.18,,0.100603785,1.17,,0.037526827,1.17,,0.006502784,1.17,,0.058705953,1.17,,0.0433914,1.17,,0.043851529,1.17,,0.04423577,1.17,,0.038344698,1.17,,0.01886833,1.17,,0.050948051,1.17,,0.124299605,1.17,,0.09129597,1.17,,0.061892779,1.17,,0.092857429,1.17,,0.054006687,1.17,,0.007408723,1.17,,0.134437357,1.17,,0.031815363,1.17,,0.110163974,1.17,,0.055648782,1.17
0.076138195,1.19,,0.092545114,1.18,,0.010738888,1.18,,0.111923951,1.18,,0.103706439,1.18,,0.078793176,1.18,,0.065317957,1.18,,0.035538366,1.18,,0.02608015,1.18,,0.05846376,1.18,,0.048486735,1.18,,0.037356733,1.18,,0.060668745,1.18,,0.155791605,1.18,,0.112719653,1.18,,0.058891871,1.18,,0.15202244,1.18,,0.107876962,1.18,,0.126981731,1.18,,0.027932746,1.18,,0.108710978,1.18
0.051323202,1.2,,0.050640293,1.19,,0.076688444,1.19,,0.088395013,1.19,,0.040991896,1.19,,0.120354333,1.19,,0.095902824,1.19,,0.027750467,1.19,,0.022895457,1.19,,0.048205932,1.19,,0.006157417,1.19,,0.073954086,1.19,,0.109430758,1.19,,0.154222337,1.19,,0.060702495,1.19,,0.098633575,1.19,,0.064028068,1.19,,0.090721514,1.19,,0.029517893,1.19,,0.114622973,1.19,,0.148948121,1.19
0.060981927,1.21,,0.110172973,1.2,,0.04711627,1.2,,0.022097329,1.2,,0.024196058,1.2,,0.025371951,1.2,,0.120913735,1.2,,0.114089869,1.2,,0.090748155,1.2,,0.031975213,1.2,,0.044245578,1.2,,0.012839477,1.2,,0.007017085,1.2,,0.007793155,1.2,,0.088617316,1.2,,0.055110326,1.2,,0.13132942,1.2,,0.008290982,1.2,,0.041218294,1.2,,0.015267409,1.2,,0.028053448,1.2
0.05812824,1.22,,0.070745911,1.21,,0.113721216,1.21,,0.075749108,1.21,,0.015898252,1.21,,0.021659573,1.21,,0.070600866,1.21,,0.038447976,1.21,,0.052850921,1.21,,0.01434446,1.21,,0.133618415,1.21,,0.118628279,1.21,,0.119397114,1.21,,0.022195339,1.21,,0.07103755,1.21,,0.091892645,1.21,,0.029186782,1.21,,0.012089242,1.21,,0.117517174,1.21,,0.015342784,1.21,,0.01471493,1.21
0.063349106,1.23,,0.057592566,1.22,,0.041197918,1.22,,0.005903526,1.22,,0.059178819,1.22,,0.060755876,1.22,,0.155253517,1.22,,0.130303811,1.22,,0.019037672,1.22,,0.029185149,1.22,,0.02721529,1.22,,0.090544602,1.22,,0.012435121,1.22,,0.029975857,1.22,,0.031330135,1.22,,0.132473706,1.22,,0.122812935,1.22,,0.067653056,1.22,,0.006687412,1.22,,0.029852616,1.22,,0.053175218,1.22
0.048159545,1.24,,0.011510544,1.23,,0.027719618,1.23,,0.045502713,1.23,,0.123541628,1.23,,0.067944991,1.23,,0.008733943,1.23,,0.036579231,1.23,,0.018436397,1.23,,0.114012473,1.23,,0.02862786,1.23,,0.114621737,1.23,,0.108315571,1.23,,0.008790132,1.23,,0.042800296,1.23,,0.144827596,1.23,,0.005721788,1.23,,0.005886143,1.23,,0.10898164,1.23,,0.131623468,1.23,,0.112804347,1.23
,,,0.021965973,1.24,,0.100858726,1.24,,0.119321937,1.24,,0.10128851,1.24,,0.005986687,1.24,,0.010580964,1.24,,0.087720439,1.24,,0.030355779,1.24,,0.078971201,1.24,,0.034138992,1.24,,0.028868076,1.24,,0.05003222,1.24,,0.036794227,1.24,,0.009248851,1.24,,0.032533062,1.24,,0.044273949,1.24,,0.122562375,1.24,,0.022860173,1.24,,0.005258079,1.24,,0.019570687,1.24
